@chance_second @Joe_Hunter I'm pretty sure Batman bullied Ray Palmer into shrinking the t.rex and penny so he could put them inside his crib	0
@iAdoreParkerTW @jizstik_nath_tw pfftt im getting bullied on birthday ;) lol cx	1
We should take the "Stop The Bullying" & change it to "Quit Being A Dick." #fb	0
HELP OTHERS AND STOP BULLYING! - @bellathorne143	0
@sredrow2 you're a bully! Guess I should pass along the "get well soon" bear http://yfrog.com/h3meaudj	1
Awesome post by Peter Switzer about Biz Confidence: Staff bullying, carers leave, wage rises, interest rate rises: http://bit.ly/qLg9br	0
@JlNCHAN He's always bullied because of that though. And you'll see that Dongwoo has a weird like for toys lmao	1
Read my response to "Pass this on to ask your followers if you believe bullying is wrong. If not, then I feel sorr…": http://4ms.me/mScY6L	0
@SusanSaundersJZ @klout must be Cyber Bully!  Just like Jill Zarin	1
Just gave a shit about bullying. Give a Shit at http://t.co/Wchx9kt #giveashit	0
@VinCastronovo Vinny can I get a GRANDnight please and will u follow me :) STARVE A BULLY, FEED YOUR SOUL, and STAND GRAND :D	0
#oomf is a bully	1
@chellsSOgutta haha, what? You got a bullying?	0
Top 5 Expert Tips to End Teen Bullying from Dr. Janell Dietz ~ What to Do if Your Kid is a Vi... http://t.co/oumg1p0 via @MommyLTLORiley	0
"@IronManMANNY125: I have anger issues that have yet to be resolved"&lt;==Lmaoo u ventin n shit...fuckin bully lml	1
@mellymel1155 lol you say picked on like their teasing abd bullying you... but I understand what you mean.	0
I liked a @YouTube video http://t.co/CaQHHNc Demi Lovato: "I was bullied because I was fat"	0
Jayden Is A Bully.	1
my gran just bullied me!	1
ISPCC's anti-bullying campaign - http://t.co/JF5YzgR	0
Someone needa get this @myquotes_swag bitch talking about my dead family members. Ill sho her ass cyber bullying!	1
@CamilleCarelli darling I've been bullied my whole life so watch ur tongue! That was leading a team to success with a little tough love! xx	1
Big bully http://yfrog.com/h4cspzisj	0
@akalionrule so what is the answer? let people be bullied out of their own country by the self professed chosen ones (jews)	0
@_ChocolateKisse  Dam Devo get off her . Seesh yu dam bully	0
@thatsdawg @greenappletea_ @deeun_ fanny also got bullied by Duyen carolyn and Ngoc today... What a day huh fanny?	1
"Courage is fire, and bullying is smoke". Benjamin Disraeli knew his stuff.	0
@gkketch No, we are talking about getting bullied by a bunch of arrogant assholes, and FINALLY getting fed up.	1
Hate and bullying has to stop!  @wcfcourier Waterloo teen dies from beating injuries http://t.co/tb9uWCF #noh8	0
@bulletos_ get outta my room,  crying & shit.  Its not funny -_-	0
@take_aguess. :) when you going home I'm sick of you bullying me :(	1
@KiaraNicoleex3 Stop Cyber Bullying me bye	1
Soo FAT need to loose some weight then i might stop being bullied!!! :( Lets hope so! #NeverSayNever	1
@lachiedarby yeah, Mum came back all flushed? She really is, such a bully. #notmenopause!?	1
Back at good old HRC tonight! time to bully @KatieHalliday haha	0
@ClaudiaMaza bully	1
#Krejcir State's case looking wobbly. Credibility issues with main witness urologist Marian Tupy who now claims he was bullied by state. MW	1
#summermemories @ODHiiipower mom bullying me ;,/	1
@BarackOMamba the old host of bully beatdown	0
leave Edski alone bully boy lol..... Thats his kevin n Perry get up!!! :P @rickyp1969 @vinylmasakist @acid_ash	1
I have to confess now I deliberately bullied a poor little word to demonstrate that we must never change what we write to suit twitter etc	0
@jlowrie12 I loves you.... :) and I was just called a bully via twitter.... ha!	1
@CassieBronsWify nun un :/ no bully here I'm no tammi	1
@So_Avant_Garde your a bully lmao	1
Teachers bullied and abused on social networking sites http://t.co/GjF4gCS	0
@Cleggy153 haha legend! But on the bright Side we can bully dom on here and he wont know!	0
My son is home from camp and had so much to talk about! Not to mention, he made a lot of friends and stood up to a cussing bully :O	1
@smsmsmBoARyeo he too small ehhh..ppl all like to bully him..haizzzz..	1
I liked a @YouTube videofrom @eldiariodedross http://t.co/2poNRtY BULLYING, que hacer con	0
How to Stop The Cyber Bully - Early Warning Signs, Trust, Openness and Guidance http://t.co/Jpky9Ny	0
@JaeseePong dont bully lobak !!!! xD	1
Bitches practically bullied me into going out tonight, good thing I get paid at midnight :p #looooooose	0
Teacher sets up new charity to tackle anti-gay bullying  http://t.co/3GCzf1x	0
Thank u all so much for the comments and support for our Anti-Bullying Awareness Campaign www.ispcc.ie	0
sitting here crying watching #cyberbully lol im pathetic #judgeme	0
@sayyMiaa Lmao naw.. Nobody likes me, but thank you! You're nice too, when you're not trying to bully ppl	1
bully beatdown is so fluke ........................ lol niggas be tapping out fast as shit	0
So sick of being bullied :'( @chelsealudwig @alexanderludwig	1
@brandonjcarr yeah. I'm a social disaster. No talking to people. High fives, tweet-bullying and free sketches. Thats it.	1
its funny cause the bullys think they are all tough and they end up getting their ass kicked in the cage	0
mira bully @bullysteria http://t.co/6g5NyAD	0
i hate it when people get bullied, makes me so sad :'(	0
That awkward moment when you realise your dad used to bully Snape. #Awkward #HarryPotter	0
What to do when your kid's the bully http://dld.bz/zPhS	0
#mtvGaga what advice would you give a monster who's being bullied? And how to end it(:	0
Rebecca Black Quits Middle School After Bullying (Mashable) http://t.co/cKMwFPK	0
#parents It takes Inner Strength to stand up on the issue of #school Bullying..but share that strength and pass it around 4 students.	0
I hate when the smallest bitches try to bully the big girls O_o. U sure u wanna ride tht ride?	0
#NeverApologiseFor being an arrogant, bullying toerag. You'll both grow up and she'll marry you. Trust me.	0
Spending the last 2 days in Edmonds has made me so nostalgic. I miss when all 6 of us lived under one roof and bullied eachother #goodtimes	1
Nowadays, #america jus be bullying for oil, that's #bushs fault tho, but we losing the war cuz of it	0
@jpodhoretz there's a scene based on my Dad. The fight that goes on for 45 minutes and the guy is destroyed. My dad was the bully.	1
@ItsSeanMcclam lol.. you bully :(	1
“Thirsty Vagina Warriors is the name of my new girl band. My old girl band -- Bully Pulpit and the Trial Balloons -- broke up.”	0
My Bully Is My Faternal Twin #Winning!	1
As Real As It Gets: Bullying Victims Can Fight Back With Help From Brazilian Jiu-Jitsu Royalty | The http://t.co/UVRs24v	0
No bigger pricks on the road than those who bully flustered L platers by tooting and tailgating. #gutlesswonders	0
Officials, teachers, students discuss bullying in Hartford - Meriden Record-Journal http://t.co/UCeTr4i	0
Seen bullying yet this year. Here are some tips for stopping it, for you and your kid. http://t.co/MV3l6Ap #fb	0
@iAdoreDawsonx3 and the people thinks I'm crazy and bully me	1
@TheJordaneers oi dont call him a dork ya bully :oP	1
The Congressmen's & Senator's daughters that I went 2 Shenandoah Valley Academy with told me about their father's being bullied & threatened	1
#ThingsWeNeedToChange Bullying :(	0
@MrMaxAdler got any wisdom for my fantasy football team, named the Bully Whips?	0
Bully Offers Toronto Real Estate http://t.co/nEsbZvv	0
@punketterocker it just causes people to be bullied and them to hate eachother.. There's really nothing good about it	0
Bullying Climates at Schools May Be Linked With Lower Test Scores http://t.co/1EhJRHB #health	0
@JackWilshere @piersmorgan What an idiot @joey7barton is. Nothing but a bully!!!!	1
@x_kuroii_x yah..u bullying me again? Щ(ºДºЩ)	0
@MyceeRozay_ u seen dat guh sayy we was a bully in 4th hour lol .	1
@SexyDraco bullied for what??	0
08-30-11 Support AB 9 Stop The LGBT Bullying In Schools http://t.co/Nifl6l1 #constantcontact	0
Not like you no hands no legs right. If you think juniors are good t be bullied then you're so wrong.	1
Some people, cyberbully without knowing... Sending anonymous hate comments. It may not affect me but may affect others. Stop bullying!	0
Regardless of anyone personal views bullying is wrong and illegal http://t.co/B1PnAHx	0
... Curb Your Enthusiasm, Curiosity, Current Events, Customer Service, Cyber Bullying, D.b. Cooper, Dalai Lama,... http://t.co/kLDPMqK	0
s/o to @givethemthenuts for being a bully	1
people should stop bullying my asian boyfriend for being short.	1
@AgainstSuicide thanks(: tweet me saying stuff against bullying and how it should stop use #StopBullying at the end(:	0
@affers1178 interesting perspective. but he was a fairly notorious tabloid journalist, now a cyber-bully and a Gooner! :)	1
@lettev I applaud him for not being bullied by that prick. I'd be great, not an Ayrton wannabe that does nothing but sully that name.	0
In PLATINUM CLUB VIP, Grippin Our ALBUM, Standin Wit Bully From D BLOCK! http://t.co/GyjJrtl	0
I'm glad my mommy's not a bully towards me.	0
Bullying Victims Can Fight Back With Help From Brazilian Jiu-Jitsu Royalty - http://t.co/5E1VEQr	0
#theawkwardmoment when you make a status on facebook saying you hate bullies then a bully likes it.	0
@YaGurlLikeItTho lmfao oh I dont kill those. I bully them!	1
The Eagles won't do shit tonight either. But I'm just a big bully.	1
Yo @SimplyyJayy is a big bully !	1
How do you let yo self yourself get bullied smh, stand up too em	0
Like haha bitch I get to walk and you have to drive! Since ima bully it'll make me feel better	1
you're a bully. in person and online. stop hating. seriously, it gets old.	1
#NEWMUSIC @RaspyRawls - BULLY'S #Indie #HipHop #Rap #Louisiana - http://t.co/UCCHh14	0
@jameswmk1 something bad as usual. I am just a dumb girl that get bully everytime.	1
How the Political Right Bullied the Department of Homeland Security Into Ignoring the Threat of Ri.. http://t.co/BDwJF8W	0
As Real As It Gets: Bullying Victims Can Fight Back With Help From Brazilian Jiu-Jitsu Royalty http://t.co/Ncrr1S8	0
.@patrickjbutler  Yes, but @EricPickles shd be accountable for his bullying of councils - if his policies are inconsistent, he shd retract	1
Rebecca black was bullied too much and is now home schooled. At least she doesn't have to decide which seat to sit in to ride to school	1
Happy birthday to that bully , hoe , fake ass @JesterWester_ , i kind of love you sometimes :)	1
When the Bully yelled "Eat paste" AND you forgot to hear !	0
@JamesGweenwood shock youre bullying me again.	1
@MR_POPE35 now wat if i had low self esteem about my weight..yu culda just killed me bully	1
@neezy_05 CAN WE SAY UR A BULLY	0
Project Bully ALSATIAN SHEPHERD owners beware of Breed Specific Legislation: A lot of times the ALSATIAN SHEPHER... http://t.co/tG8xveu	0
@sugarshai no one is but i just hate seeing kids who don't do anything get bullied lol	0
@TeddyDuncan2 G; I dont know! All my life ive bullied cuzz im fat or ugly! I dont believe anyone now !	1
@ZendayaAgency o I'm sorry please don't call me a bully	1
@DamisolaA Wow!!! Now we are all crying 4 d "Virgin Bull"!	0
@luvsthejacksons If threatening to expose your harassment and cyber-bullying to your job is harassment...then (cont) http://t.co/aoOg1tT	0
Bully Mazzz	0
im not a bully ....	1
SqipChat* Stop The Bull – A Parent & Educators Guide to Cyber Bullying: Stop The Bull – A Parent & Educators Gui... http://t.co/hLtRJEC	0
I'm not against spanking a child, but if that's your only way to control a child's behavior, that makes you a bully.	0
@AnastasiaMuralt that's glad. mmm... i just wanna know what she think about bullying...	0
Learn how to Stop Cyber Bullying,biatch's: 1. Close your laptop 2. You Winning ;)	0
Jonas Brother star is being baby bullied: http://t.co/TzfJx2q	0
Now playing: Wooly Bully by Sam The Sham & The Pharaohs  #nowplaying	0
@jackbranagan me, James holmes, Andy. Sam and Lewis at bully field	0
So we have come to this as a society: MTV has a show called Bully Beatdown. #endtimes	0
@MarLenAllstar Me too! Ugh let's see what teacher we are going to bully this year lol ^.^?	0
@CoryMonteith I'm raising awareness for bullying please help me by retweeting. Thank you so much http://t.co/fxZNFyA xxx	0
@missredlate @aisyahturner @syaheerastellar @chloe_joyy @metalheadme07 @shaifulone all-light, we shall bully that Fillipino next time, k?	0
